"customerID","gender","contract","payment_method","monthly_charges","total_charges","tenure_months","churn_label","churn_value"
"4194-FJARJ","Female","Two year","Bank transfer (automatic)","60","3273.95","54","No","0"
"5325-UWTWJ","Male","Month-to-month","Credit card (automatic)","90.55","2929.75","31","No","0"
"3969-GYXEL","Female","Month-to-month","Electronic check","76.4","838.7","11","No","0"
"9208-OLGAQ","Female","Month-to-month","Electronic check","84.95","1443.65","18","No","0"
"3244-CQPHU","Female","Two year","Bank transfer (automatic)","110.1","7746.7","72","No","0"
"2674-MLXMN","Female","Month-to-month","Credit card (automatic)","99.65","6951.15","71","No","0"
"9708-HPXWZ","Male","Month-to-month","Credit card (automatic)","45.4","214.75","5","No","0"
"6992-TKNYO","Male","One year","Credit card (automatic)","69","2669.45","38","No","0"
"4468-YDOVK","Male","Month-to-month","Bank transfer (automatic)","48.65","235.2","5","No","0"
"5792-JALQC","Female","Two year","Bank transfer (automatic)","59.85","3103.25","52","No","0"
"2200-DSAAL","Female","Two year","Electronic check","80.65","5330.2","68","No","0"
"4302-ZYFEL","Male","One year","Credit card (automatic)","20.55","1403.1","69","No","0"
"9351-LZYGF","Female","Month-to-month","Credit card (automatic)","66.4","2727.8","42","No","0"
"4366-CTOUZ","Female","Two year","Mailed check","100.2","5038.45","50","No","0"
"1518-OMDIK","Male","Month-to-month","Credit card (automatic)","44.55","1462.6","33","No","0"
"6671-NGWON","Female","Month-to-month","Mailed check","20.35","150.6","7","No","0"
"0595-ITUDF","Male","Month-to-month","Electronic check","91.8","5960.5","64","No","0"
"1955-IBMMB","Male","Two year","Bank transfer (automatic)","20.2","1192.3","59","No","0"
"0096-BXERS","Female","Month-to-month","Electronic check","50.35","314.55","6","No","0"
"3806-YAZOV","Female","Month-to-month","Mailed check","18.8","56","3","No","0"
"7998-ZLXWN","Female","Month-to-month","Credit card (automatic)","20.45","330.8","15","No","0"
"6253-WRFHY","Male","One year","Electronic check","64.75","877.35","13","No","0"
"9133-AYJZG","Female","Month-to-month","Credit card (automatic)","98.7","2249.1","23","No","0"
"2675-OTVVJ","Male","Month-to-month","Electronic check","89.45","2807.65","31","No","0"
"8680-CGLTP","Male","One year","Electronic check","58.75","1696.2","29","No","0"
"8430-TWCBX","Female","One year","Credit card (automatic)","20.7","1032.05","49","No","0"
"5018-GWURO","Female","Month-to-month","Bank transfer (automatic)","85.6","4902.8","56","No","0"
"6741-QRLUP","Female","Two year","Credit card (automatic)","80.3","4995.35","63","No","0"
"4737-HOBAX","Male","Two year","Credit card (automatic)","79.8","5034.05","63","No","0"
"0537-QYZZN","Male","Month-to-month","Electronic check","79.85","1857.75","24","No","0"
"3340-QBBFM","Male","One year","Credit card (automatic)","54.1","1992.85","36","No","0"
"8200-KLNYW","Female","One year","Mailed check","80.9","1714.95","21","No","0"
"3372-CDXFJ","Male","One year","Bank transfer (automatic)","24.5","343.6","13","No","0"
"4781-ZXYGU","Male","Month-to-month","Bank transfer (automatic)","20.15","20.15","1","No","0"
"7632-YUTXB","Female","One year","Mailed check","20.05","520.1","25","No","0"
"2718-YSKCS","Male","Two year","Bank transfer (automatic)","19.6","1387.45","71","No","0"
"9896-UYMIE","Male","One year","Bank transfer (automatic)","114.3","7383.7","66","No","0"
"0853-NWIFK","Female","One year","Electronic check","100.3","4483.95","45","No","0"
"8212-CRQXP","Female","Month-to-month","Credit card (automatic)","80","1706.45","22","No","0"
"6980-CDGFC","Female","One year","Bank transfer (automatic)","20.85","1327.4","67","No","0"
"7691-XVTZH","Female","Two year","Bank transfer (automatic)","89.95","5974.3","68","No","0"
"2520-SGTTA","Female","Two year","Mailed check","20"," ","0","No","0"
"2277-VWCNI","Female","Month-to-month","Mailed check","48.75","179.85","4","No","0"
"1088-CNNKB","Male","One year","Credit card (automatic)","80","5040.2","63","No","0"
"1930-BZLHI","Male","One year","Mailed check","20.35","422.7","21","No","0"
"5868-YTYKS","Male","Month-to-month","Mailed check","20.25","20.25","1","No","0"
"3525-DVKFN","Female","Two year","Mailed check","19.4","358.05","17","No","0"
"1482-OXZSY","Male","Month-to-month","Bank transfer (automatic)","100.4","2936.25","30","No","0"
"0377-JBKKT","Male","Month-to-month","Mailed check","57.95","1271.8","22","No","0"
"5778-BVOFB","Female","Month-to-month","Bank transfer (automatic)","59.5","530.05","9","No","0"
"3373-YZZYM","Male","Month-to-month","Mailed check","19.2","19.2","1","No","0"
"0228-MAUWC","Male","Month-to-month","Electronic check","59.55","1144.6","19","No","0"
"7663-YJHSN","Female","Two year","Bank transfer (automatic)","103.95","7556.9","72","No","0"
"4915-BFSXL","Male","Two year","Credit card (automatic)","68.95","4858.7","70","No","0"
"3086-RUCRN","Female","Month-to-month","Bank transfer (automatic)","103.1","6595","66","No","0"
"5215-LNLDJ","Female","Month-to-month","Electronic check","24.7","149.05","7","No","0"
"7576-JMYWV","Female","Month-to-month","Electronic check","110.2","4972.1","46","No","0"
"0257-KXZGU","Female","Month-to-month","Bank transfer (automatic)","62.45","2045.55","32","No","0"
"1307-ATKGB","Male","Month-to-month","Electronic check","89.55","2187.15","24","No","0"
"3714-XPXBW","Female","Month-to-month","Credit card (automatic)","78.9","2976.95","37","No","0"
"1850-AKQEP","Male","Month-to-month","Mailed check","20.35","178.7","8","No","0"
"2824-DXNKN","Female","Two year","Bank transfer (automatic)","71.45","5025.85","72","No","0"
"5227-JSCFE","Male","Two year","Credit card (automatic)","46.35","3353.4","71","No","0"
"0848-ZGQIJ","Female","Month-to-month","Bank transfer (automatic)","94.65","1461.15","16","No","0"
"3621-CHYVB","Female","Month-to-month","Bank transfer (automatic)","49.9","2782.4","57","No","0"
"8042-RNLKO","Male","One year","Bank transfer (automatic)","25.45","1699.15","66","No","0"
"5372-FBKBN","Female","Month-to-month","Mailed check","20.75","452.2","21","No","0"
"0420-TXVSG","Male","Two year","Credit card (automatic)","66.1","4428.45","66","No","0"
"6217-TOWGS","Female","Month-to-month","Bank transfer (automatic)","75.4","1322.55","17","No","0"
"1045-LTCYT","Female","Month-to-month","Credit card (automatic)","21.05","139.75","8","No","0"
"1544-JJMYL","Male","One year","Credit card (automatic)","69.35","1927.3","27","No","0"
"4636-JGAAI","Male","Month-to-month","Mailed check","88.85","3000.25","34","No","0"
"6874-SGLHU","Male","One year","Bank transfer (automatic)","97","3021.3","30","No","0"
"5951-AOFIH","Male","Month-to-month","Credit card (automatic)","66.4","2245.4","33","No","0"
"3059-NGMXB","Male","Month-to-month","Mailed check","69.2","944.65","14","No","0"
"8652-YHIYU","Female","One year","Credit card (automatic)","79.5","1264.2","16","No","0"
"5278-PNYOX","Female","Two year","Credit card (automatic)","100.65","4917.75","49","No","0"
"3486-HOOGQ","Female","Two year","Bank transfer (automatic)","79.7","5743.3","70","No","0"
"5061-PBXFW","Female","Month-to-month","Bank transfer (automatic)","61.4","1864.65","32","No","0"
"8630-FJLIB","Female","Month-to-month","Electronic check","69.8","1221.65","18","No","0"
"3891-NLXJB","Male","Two year","Mailed check","40.55","1390.85","37","No","0"
"4749-OJKQU","Female","Month-to-month","Electronic check","75.65","302.35","4","No","0"
"0577-WHMEV","Female","Month-to-month","Electronic check","90.7","1374.9","16","No","0"
"5453-AXEPF","Male","Month-to-month","Bank transfer (automatic)","80.5","1336.9","17","No","0"
"3639-XJHKQ","Female","Month-to-month","Electronic check","60.6","1297.8","19","No","0"
"3716-LRGXK","Male","Two year","Credit card (automatic)","101.15","6067.4","60","No","0"
"2263-SFSQZ","Male","Two year","Mailed check","24.95","1222.25","51","No","0"
"9950-MTGYX","Male","Two year","Credit card (automatic)","20.3","487.95","28","No","0"
"3397-AVTKU","Male","Two year","Electronic check","60","2548.55","43","No","0"
"4825-FUREZ","Male","Two year","Electronic check","20.25","835.5","42","No","0"
"2672-OJQZP","Female","Month-to-month","Mailed check","44.75","44.75","1","No","0"
"3134-DSHVC","Female","Two year","Credit card (automatic)","98","6218.45","63","No","0"
"7821-DPRQE","Male","Month-to-month","Electronic check","107.7","7320.9","68","No","0"
"2001-EWBQU","Female","Two year","Electronic check","104.7","6333.8","60","No","0"
"1608-GMEWB","Male","Month-to-month","Bank transfer (automatic)","93.9","4200.25","45","No","0"
"6695-AMZUF","Female","Two year","Credit card (automatic)","86.45","5950.2","70","No","0"
"8410-BGQXN","Male","Month-to-month","Mailed check","19.4","93.4","4","No","0"
"1619-YWUBB","Female","Two year","Credit card (automatic)","24.95","1614.9","68","No","0"
"7611-YKYTC","Male","Month-to-month","Bank transfer (automatic)","75","1573.95","22","No","0"
"0365-GXEZS","Male","Month-to-month","Electronic check","78.2","1468.75","18","No","0"
"0082-OQIQY","Male","Month-to-month","Electronic check","94.2","2607.6","29","No","0"
"3606-SBKRY","Male","One year","Electronic check","50.05","1523.4","31","No","0"
"0667-NSRGI","Female","One year","Mailed check","69.55","3435.6","48","No","0"
"6893-ODYYE","Male","One year","Credit card (automatic)","90.1","4549.45","50","No","0"
"8242-JSVBO","Male","Month-to-month","Bank transfer (automatic)","44.65","322.5","7","No","0"
"9541-ZPSEA","Male","Two year","Credit card (automatic)","80.35","5375.15","68","No","0"
"2665-NPTGL","Female","Month-to-month","Bank transfer (automatic)","98.1","2510.7","26","No","0"
"1139-WUOAH","Male","Two year","Credit card (automatic)","53.35","3090.05","57","No","0"
"4693-VWVBO","Female","Month-to-month","Electronic check","19.55","61.05","3","No","0"
"6937-GCDGQ","Male","One year","Bank transfer (automatic)","48.95","955.6","19","No","0"
"0988-JRWWP","Female","Month-to-month","Electronic check","54.2","140.4","3","No","0"
"5075-JSDKI","Female","Two year","Electronic check","24.45","1493.1","59","No","0"
"8644-XYTSV","Male","Month-to-month","Bank transfer (automatic)","40.15","1626.05","42","No","0"
"3873-WOSBC","Male","Two year","Credit card (automatic)","25.6","1784.9","67","No","0"
"7465-ZZRVX","Male","Month-to-month","Electronic check","70.35","70.35","1","No","0"
"7975-JMZNT","Male","Two year","Bank transfer (automatic)","91.7","6075.9","66","No","0"
"7251-XFOIL","Female","Month-to-month","Mailed check","89.2","5500.6","61","No","0"
"4116-IQRFR","Male","One year","Credit card (automatic)","24.1","73.1","4","No","0"
"8259-DZLIZ","Female","One year","Bank transfer (automatic)","53.85","3399.85","64","No","0"
"0442-ZXKVS","Female","One year","Bank transfer (automatic)","115.6","6431.05","54","No","0"
"7853-WNZSY","Male","Month-to-month","Credit card (automatic)","19.75","19.75","1","No","0"
"3120-FAZKD","Male","Two year","Bank transfer (automatic)","24.05","1230.9","54","No","0"
"8606-OEGQZ","Female","Two year","Credit card (automatic)","25.3","454.65","18","No","0"
"0225-ZORZP","Male","Month-to-month","Electronic check","84.3","235.05","3","No","0"
"9489-JMTTN","Female","Two year","Credit card (automatic)","89.75","6595.9","72","No","0"
"0575-CUQOV","Male","One year","Electronic check","97.95","5867","60","No","0"
"0967-BMLBD","Female","One year","Mailed check","20","196.35","11","No","0"
"2830-LEWOA","Male","One year","Credit card (automatic)","103.9","6449.15","61","No","0"
"5006-MXVRN","Female","Two year","Credit card (automatic)","20.7","762.45","39","No","0"
"8327-WKMIE","Male","One year","Credit card (automatic)","20.15","785.75","37","No","0"
"6917-FIJHC","Female","Two year","Mailed check","26","1776","72","No","0"
"5329-KRDTM","Male","Two year","Credit card (automatic)","77.35","5396.25","72","No","0"
"7797-EJMDP","Female","Month-to-month","Bank transfer (automatic)","66.05","574.5","8","No","0"
"3530-VWVGU","Female","Month-to-month","Mailed check","19.9","400.3","22","No","0"
"6368-NWMCE","Female","Month-to-month","Credit card (automatic)","68.15","2656.3","38","No","0"
"3633-CDBUW","Male","One year","Electronic check","80.85","1445.95","17","No","0"
"0707-HOVVN","Female","Two year","Bank transfer (automatic)","75.5","5212.65","70","No","0"
"3956-MGXOG","Female","Month-to-month","Electronic check","80.6","2244.95","28","No","0"
"9274-UARKJ","Female","Month-to-month","Bank transfer (automatic)","83.2","1130","15","No","0"
"4077-HWUYD","Male","Two year","Bank transfer (automatic)","87.55","6463.15","72","No","0"
"0103-CSITQ","Female","One year","Bank transfer (automatic)","109.4","6252.7","57","No","0"
"8671-KKKOS","Female","Month-to-month","Electronic check","45.55","2062.15","46","No","0"
"7305-ZWMAJ","Male","One year","Credit card (automatic)","20.7","587.1","30","No","0"
"9518-XXBXE","Male","Month-to-month","Electronic check","75.3","720.45","10","No","0"
"6578-KRMAW","Male","Month-to-month","Credit card (automatic)","93.4","2979.3","32","No","0"
"4860-IJUDE","Male","Month-to-month","Credit card (automatic)","73.75","956.65","13","No","0"
"9688-YGXVR","Female","Month-to-month","Credit card (automatic)","88.15","3973.2","44","No","0"
"0423-UDIJQ","Male","Month-to-month","Mailed check","49.2","447.9","9","No","0"
"1945-XISKS","Female","Two year","Mailed check","19.65","1335.2","67","No","0"
"5360-LJCNJ","Female","Two year","Bank transfer (automatic)","105.15","7555","71","No","0"
"2607-FBDFF","Male","Month-to-month","Credit card (automatic)","49","49","1","No","0"
"1100-DDVRV","Male","Month-to-month","Mailed check","49.8","836.35","17","No","0"
"6728-WYQBC","Male","Month-to-month","Bank transfer (automatic)","20.95","20.95","1","No","0"
"9029-FEGVJ","Female","Month-to-month","Mailed check","79.3","2570","32","No","0"
"7216-KAOID","Male","One year","Bank transfer (automatic)","19.5","798.2","41","No","0"
"6145-NNPNO","Female","Month-to-month","Bank transfer (automatic)","44.15","44.15","1","No","0"
"5339-TJFEK","Male","Month-to-month","Electronic check","105.5","6487.2","62","No","0"
"2074-GUHPQ","Female","Month-to-month","Credit card (automatic)","92.7","1556.85","17","No","0"
"4625-XMOYM","Female","Two year","Bank transfer (automatic)","26.25","1988.05","72","No","0"
"5827-MWCZK","Male","Month-to-month","Credit card (automatic)","96.95","5432.2","56","No","0"
"1385-TQOZW","Female","Month-to-month","Credit card (automatic)","20.45","147.55","9","No","0"
"5914-XRFQB","Male","Two year","Bank transfer (automatic)","115.8","8424.9","72","No","0"
"4329-YPDDQ","Male","Month-to-month","Bank transfer (automatic)","108.2","2203.7","20","No","0"
"4804-NCPET","Male","Two year","Mailed check","20.2","387.4","19","No","0"
"5944-UGLLK","Male","One year","Credit card (automatic)","54.9","3045.75","53","No","0"
"7787-BNTZM","Male","Month-to-month","Bank transfer (automatic)","20.15","130.5","6","No","0"
"2252-ISRNH","Male","One year","Electronic check","90.35","767.9","9","No","0"
"9415-TPKRV","Female","Month-to-month","Electronic check","55.75","446.8","8","No","0"
"5322-TEUJK","Female","Two year","Bank transfer (automatic)","114.6","8100.25","71","No","0"
"1866-DIOQZ","Female","One year","Bank transfer (automatic)","66.8","4689.15","71","No","0"
"8375-KVTHK","Male","One year","Electronic check","100.3","6754.35","68","No","0"
"2697-NQBPF","Male","Month-to-month","Electronic check","105.35","3540.65","34","No","0"
"3709-OIJEA","Male","One year","Electronic check","85.2","2184.6","26","No","0"
"1386-ZIKUV","Male","Month-to-month","Mailed check","18.95","130.55","7","No","0"
"0599-XNYDO","Female","Month-to-month","Bank transfer (automatic)","69.8","1540.35","20","No","0"
"6377-WHAOX","Female","Month-to-month","Electronic check","106.15","6411.25","60","No","0"
"6855-VLGOS","Male","Two year","Electronic check","20.55","1432.55","72","No","0"
"8999-XXGNS","Female","One year","Credit card (automatic)","105.75","7629.85","72","No","0"
"8746-OQQRW","Male","Month-to-month","Mailed check","25.25","101.9","4","No","0"
"3181-MIZBN","Male","Month-to-month","Electronic check","19.75","313.4","16","No","0"
"0471-ARVMX","Female","One year","Electronic check","104.85","6312.9","62","No","0"
"7766-CLTIC","Female","Month-to-month","Mailed check","60.95","629.55","10","No","0"
"5650-YLIBA","Male","Month-to-month","Electronic check","81.15","2640.55","31","No","0"
"0825-CPPQH","Female","Two year","Credit card (automatic)","19.1","1372.45","71","No","0"
"9084-OAYKL","Male","Two year","Mailed check","20.8","1212.25","58","No","0"
"6122-LJADA","Male","Two year","Credit card (automatic)","90.15","6237.05","70","No","0"
"2400-XIWIO","Female","Two year","Electronic check","90.1","6310.9","71","No","0"
"7524-VRLPL","Male","Two year","Credit card (automatic)","74.1","5031","69","No","0"
"7569-NMZYQ","Female","Two year","Bank transfer (automatic)","118.75","8672.45","72","No","0"
"5201-USSQZ","Female","Month-to-month","Credit card (automatic)","85.9","2196.45","26","No","0"
"2105-PHWON","Female","Month-to-month","Credit card (automatic)","95","3008.15","33","No","0"
"1494-EJZDW","Female","Two year","Mailed check","20.15","220.8","10","No","0"
"4884-TVUQF","Female","Two year","Credit card (automatic)","101.3","5779.6","57","No","0"
"8003-EWNDZ","Female","Month-to-month","Electronic check","21.2","222.65","10","No","0"
"1897-RCFUM","Female","One year","Mailed check","24.2","914.6","39","No","0"
"9256-JTBNZ","Female","Month-to-month","Bank transfer (automatic)","20.3","246.3","11","No","0"
"2211-RMNHO","Female","Two year","Bank transfer (automatic)","85.3","5560","68","No","0"
"2432-TFSMK","Male","One year","Credit card (automatic)","89.6","1633","18","No","0"
"4929-ROART","Male","Month-to-month","Mailed check","56.25","969.85","18","No","0"
"1834-ABKHQ","Female","One year","Bank transfer (automatic)","50.95","2610.65","52","No","0"
"1741-WTPON","Male","Two year","Mailed check","115.85","6567.9","56","No","0"
"3932-IJWDZ","Male","Month-to-month","Bank transfer (automatic)","103.65","4747.85","45","No","0"
"1240-HCBOH","Female","Two year","Mailed check","26.1","1759.55","67","No","0"
"3594-KADLU","Male","Month-to-month","Mailed check","35.1","101.1","3","No","0"
"8065-BVEPF","Male","Month-to-month","Bank transfer (automatic)","99.1","6496.15","65","No","0"
"3796-ENZGF","Male","Two year","Mailed check","67.25","4234.15","63","No","0"
"1734-ZMNTZ","Female","Two year","Mailed check","25","300.7","11","No","0"
"2853-CWQFQ","Male","Month-to-month","Mailed check","59.55","59.55","1","No","0"
"0813-TAXXS","Male","Two year","Bank transfer (automatic)","77.8","4323.35","55","No","0"
"2519-TWKFS","Male","One year","Mailed check","55.1","1466.1","25","No","0"
"0626-QXNGV","Female","Two year","Credit card (automatic)","24.15","1776.45","72","No","0"
"6723-CEGQI","Female","Two year","Mailed check","45.25","2933.95","65","No","0"
"4732-RRJZC","Male","Month-to-month","Mailed check","20.25","144.35","7","No","0"
"9499-XPZXM","Female","Two year","Bank transfer (automatic)","64.75","4804.75","72","No","0"
"4338-EYCER","Male","Month-to-month","Bank transfer (automatic)","54.6","1125.2","21","No","0"
"3007-FDPEA","Female","Month-to-month","Bank transfer (automatic)","20.7","39.85","2","No","0"
"6350-XFYGW","Male","Month-to-month","Electronic check","94.75","422.4","4","No","0"
"8513-OLYGY","Male","Two year","Credit card (automatic)","115.8","8332.15","72","No","0"
"0311-QYWSS","Female","Month-to-month","Electronic check","49.45","314.6","6","No","0"
"8705-DWKTI","Male","Month-to-month","Credit card (automatic)","83.8","4331.4","52","No","0"
"8755-IWJHN","Male","Month-to-month","Bank transfer (automatic)","95.35","6382","69","No","0"
"4480-QQRHC","Female","Month-to-month","Bank transfer (automatic)","74.05","600.15","8","No","0"
"0929-PECLO","Female","Month-to-month","Bank transfer (automatic)","89.6","5538.8","63","No","0"
"3680-CTHUH","Male","One year","Credit card (automatic)","116.6","7049.5","60","No","0"
"1202-KKGFU","Female","Month-to-month","Bank transfer (automatic)","54.2","690.5","12","No","0"
"6112-KTHFQ","Female","Month-to-month","Mailed check","19.3","279.3","13","No","0"
"1852-XEMDW","Male","Month-to-month","Mailed check","65.05","1427.55","22","No","0"
"1820-DJFPH","Female","Two year","Bank transfer (automatic)","24.05","1709.15","72","No","0"
"9426-SXNHE","Female","Month-to-month","Bank transfer (automatic)","18.75","53.15","2","No","0"
"9068-FHQHD","Female","Two year","Bank transfer (automatic)","20.15","777.35","40","No","0"
"1269-FOYWN","Male","One year","Bank transfer (automatic)","20","860.85","44","No","0"
"9470-YFUYI","Male","One year","Bank transfer (automatic)","71","5012.1","71","No","0"
"7402-EYFXX","Male","Month-to-month","Electronic check","93.6","2404.1","26","No","0"
"9895-VFOXH","Female","Month-to-month","Mailed check","24.4","24.4","1","No","0"
"1230-QAJDW","Male","Month-to-month","Mailed check","65.25","209.9","3","No","0"
"5701-ZIKJE","Male","Month-to-month","Mailed check","50.55","610.75","13","No","0"
"5032-MIYKT","Female","Month-to-month","Mailed check","70.7","70.7","1","No","0"
"7396-VJUZB","Male","Month-to-month","Mailed check","45.25","155.35","4","No","0"
"9717-QEBGU","Male","Month-to-month","Electronic check","70.3","144","2","No","0"
"5172-RKOCB","Male","Two year","Credit card (automatic)","108.95","7875","72","No","0"
"6509-TSGWN","Female","Month-to-month","Mailed check","26.45","911.6","37","No","0"
"3178-CIFOT","Female","One year","Credit card (automatic)","19.65","478.1","23","No","0"
"4530-NDRKU","Female","One year","Electronic check","19.05","761.85","42","No","0"
"5985-TBABQ","Female","One year","Mailed check","74.75","2282.95","32","No","0"
"9800-ONTFE","Female","Month-to-month","Bank transfer (automatic)","75.8","1615.1","22","No","0"
"6743-HHQPF","Male","Month-to-month","Credit card (automatic)","25.1","1097.15","42","No","0"
"8455-HIRAQ","Female","Month-to-month","Mailed check","44.45","369.3","8","No","0"
"6616-AALSR","Female","Two year","Credit card (automatic)","104.3","6725.3","65","No","0"
"9415-ZNBSX","Female","Two year","Bank transfer (automatic)","89","6293.2","70","No","0"
"4018-KJYUY","Male","Month-to-month","Credit card (automatic)","20.15","432.5","22","No","0"
"3884-UEBXB","Female","Two year","Bank transfer (automatic)","36.15","2434.45","67","No","0"
"8780-RSYYU","Female","Month-to-month","Credit card (automatic)","19.2","532.1","25","No","0"
"5537-UXXVS","Female","Month-to-month","Bank transfer (automatic)","19.25","375.25","20","No","0"
"1791-PQHBB","Female","Month-to-month","Credit card (automatic)","61.2","125.95","2","No","0"
"8701-DGLVH","Male","Two year","Mailed check","20.45","1042.65","51","No","0"
"8741-LQOBK","Female","Month-to-month","Bank transfer (automatic)","35.05","1620.25","46","No","0"
"8082-GHXOP","Male","Month-to-month","Mailed check","44","659.35","13","No","0"
"0980-FEXWF","Male","One year","Mailed check","50.35","1285.8","26","No","0"
"3011-WQKSZ","Male","Month-to-month","Electronic check","20","377.55","19","No","0"
"8218-FFJDS","Female","Two year","Bank transfer (automatic)","86.4","6058.95","72","No","0"
"1986-PHGZF","Male","Month-to-month","Credit card (automatic)","58.4","964.9","18","No","0"
"9360-OMDZZ","Male","Month-to-month","Electronic check","94.1","2322.85","24","No","0"
"0345-XMMUG","Female","Two year","Credit card (automatic)","108.9","4854.3","46","No","0"
"8024-XNAFQ","Female","Two year","Bank transfer (automatic)","107.4","7748.75","72","No","0"
"2988-GBIVW","Female","Month-to-month","Electronic check","90.85","6470.1","70","No","0"
"2832-SCUCO","Female","Month-to-month","Electronic check","19.9","57.4","2","No","0"
"7036-ZZKBD","Male","Month-to-month","Credit card (automatic)","66.4","2019.8","31","No","0"
"0265-PSUAE","Female","Month-to-month","Bank transfer (automatic)","100.7","1522.7","16","No","0"
"0463-TXOAK","Male","Two year","Credit card (automatic)","25.6","1334.5","52","No","0"
"0594-UFTUL","Male","Month-to-month","Mailed check","19.85","252","13","No","0"
"9509-MPYOD","Female","One year","Mailed check","20.75","700.45","35","No","0"
"9128-CPXKI","Female","Two year","Electronic check","95.8","5655.45","59","No","0"
"0129-KPTWJ","Male","Month-to-month","Electronic check","94.65","6747.35","72","No","0"
"5855-EIBDE","Female","Two year","Credit card (automatic)","106.65","5174.35","49","No","0"
"5365-LLFYV","Female","Month-to-month","Mailed check","45.85","105.6","2","No","0"
"5956-YHHRX","Male","Month-to-month","Electronic check","104.35","2271.85","21","No","0"
"6008-NAIXK","Male","One year","Electronic check","55.45","2966.95","54","No","0"
"1928-BXYIV","Male","Month-to-month","Electronic check","61.15","61.15","1","No","0"
"5760-FXFVO","Male","Month-to-month","Electronic check","78.95","494.95","6","No","0"
"0961-ZWLVI","Male","One year","Credit card (automatic)","109.2","5290.45","49","No","0"
"5181-OABFK","Female","Two year","Credit card (automatic)","61.3","3346.8","56","No","0"
"4007-NHVHI","Female","Month-to-month","Electronic check","96.85","5219.65","56","No","0"
"7816-VGHTO","Female","Two year","Mailed check","40.55","217.5","6","No","0"
"5871-DGTXZ","Male","One year","Mailed check","19.8","607.7","32","No","0"
"7550-WIQVA","Male","One year","Electronic check","108.25","5431.4","50","No","0"
"7544-ZVIKX","Male","One year","Bank transfer (automatic)","105.05","6004.85","58","No","0"
"0016-QLJIS","Female","Two year","Mailed check","90.45","5957.9","65","No","0"
"7508-DQAKK","Female","Two year","Credit card (automatic)","86.4","5442.05","64","No","0"
"5176-OLSKT","Female","Two year","Bank transfer (automatic)","66.9","4370.25","66","No","0"
"9356-AXGMP","Male","One year","Electronic check","110.7","4428.6","38","No","0"
"3556-BVQGL","Female","One year","Mailed check","20","416.45","20","No","0"
"8979-CAMGB","Male","One year","Electronic check","102.1","6688.1","64","No","0"
"7581-EBBOU","Female","One year","Credit card (automatic)","70.15","4224.7","60","No","0"
"5073-RZGBK","Female","One year","Bank transfer (automatic)","80.05","4042.2","50","No","0"
"2192-CKRLV","Female","Two year","Electronic check","49.2","3580.95","72","No","0"
"3154-HMWUU","Male","Two year","Bank transfer (automatic)","20.5","1198.8","60","No","0"
"6119-SPUDB","Male","Two year","Mailed check","38.25","1755.35","46","No","0"
"6522-OIQSX","Female","Two year","Credit card (automatic)","54.95","3772.5","69","No","0"
"7813-ZGGAW","Male","Month-to-month","Bank transfer (automatic)","96.6","2877.95","31","No","0"
"8748-HFWBO","Male","One year","Mailed check","19.9","357.7","19","No","0"
"1052-QJIBV","Female","Two year","Credit card (automatic)","19.9","1397.3","71","No","0"
"1319-YLZJG","Male","Month-to-month","Electronic check","84.6","959.9","12","No","0"
"0723-FDLAY","Male","One year","Bank transfer (automatic)","85.25","3704.15","44","No","0"
"3050-RLLXC","Female","Two year","Credit card (automatic)","81.25","4620.4","56","No","0"
"9298-WGMRW","Female","Two year","Bank transfer (automatic)","115.5","8312.75","72","No","0"
"3088-LHEFH","Female","Month-to-month","Bank transfer (automatic)","79","929.3","11","No","0"
"6583-KQJLK","Female","Month-to-month","Electronic check","94.65","1285.05","15","No","0"
"8544-JNBOX","Male","Two year","Mailed check","20.8","1521.2","72","No","0"
"6681-ZSEXG","Male","Two year","Credit card (automatic)","59.5","3389.25","56","No","0"
"6139-ZZRBQ","Male","Two year","Bank transfer (automatic)","20.05","1198.05","64","No","0"
"6116-RFVHN","Female","Month-to-month","Electronic check","100.45","3414.65","34","No","0"
"8884-FEEWR","Male","One year","Bank transfer (automatic)","20.6","754","35","No","0"
"3125-RAHBV","Male","One year","Credit card (automatic)","20.3","467.15","22","No","0"
"0373-AIVNJ","Male","One year","Mailed check","39.55","373","9","No","0"
"1682-VCOIO","Male","One year","Mailed check","20.45","481.1","23","No","0"
"2072-ZVJJX","Male","Two year","Bank transfer (automatic)","25.25","1728.2","68","No","0"
"8849-AYPTR","Male","Month-to-month","Electronic check","91.25","2964.05","33","No","0"
"9518-IMLHK","Male","Month-to-month","Bank transfer (automatic)","72.45","2156.25","31","No","0"
"3646-ITDGM","Female","Two year","Bank transfer (automatic)","19.7","1051.9","56","No","0"
"3569-VLDHH","Male","One year","Electronic check","75.1","5013","66","No","0"
"8224-KDLKN","Male","Two year","Bank transfer (automatic)","25","1738.9","72","No","0"
"7594-LZNWR","Male","Month-to-month","Credit card (automatic)","69.15","2275.1","34","No","0"
"4001-TSBTV","Female","Month-to-month","Electronic check","91.55","5511.65","58","No","0"
"8727-XDPUD","Male","Two year","Credit card (automatic)","35.8","1316.9","37","No","0"
"1043-UXOVO","Female","Two year","Credit card (automatic)","113.15","7993.3","71","No","0"
"1064-FBXNK","Male","One year","Credit card (automatic)","19.85","19.85","1","No","0"
"3996-ZNWYK","Male","Two year","Credit card (automatic)","19.8","1388.45","71","No","0"
"2878-DHMIN","Male","One year","Electronic check","19.9","666","35","No","0"
